"town","landUse","status","acres"
"OakwoodHills","cemetery","canopy",0
"OakwoodHills","commercial","canopy",0
"OakwoodHills","golf","canopy",48.31
"OakwoodHills","industrial","canopy",0
"OakwoodHills","institutional","canopy",0.09
"OakwoodHills","natural area","canopy",38.82
"OakwoodHills","other","canopy",0
"OakwoodHills","park","canopy",1.11
"OakwoodHills","residential","canopy",136.55
"OakwoodHills","transit","canopy",34
"OakwoodHills","utility","canopy",1.1
"OakwoodHills","vacant","canopy",23.88
"OakwoodHills","water","canopy",1.73
"OldMillCreek","agriculture","canopy",1332.56
"OldMillCreek","cemetery","canopy",3.47
"OldMillCreek","commercial","canopy",1.45
"OldMillCreek","golf","canopy",0
"OldMillCreek","industrial","canopy",0
"OldMillCreek","institutional","canopy",4.12
"OldMillCreek","natural area","canopy",31.59
"OldMillCreek","other","canopy",0
"OldMillCreek","park","canopy",0.16
"OldMillCreek","residential","canopy",164.89
"OldMillCreek","transit","canopy",51.59
"OldMillCreek","utility","canopy",15.52
"OldMillCreek","vacant","canopy",357.54
"OldMillCreek","water","canopy",0
"OlympiaFields","agriculture","canopy",11.15
"OlympiaFields","cemetery","canopy",0
"OlympiaFields","commercial","canopy",9.79
"OlympiaFields","golf","canopy",27.17
"OlympiaFields","industrial","canopy",0
"OlympiaFields","institutional","canopy",17.76
"OlympiaFields","natural area","canopy",19.12
"OlympiaFields","other","canopy",3.59
"OlympiaFields","park","canopy",64.84
"OlympiaFields","residential","canopy",466.34
"OlympiaFields","transit","canopy",97.55
"OlympiaFields","utility","canopy",1.75
"OlympiaFields","vacant","canopy",34.5
"OlympiaFields","water","canopy",0.83
"OrlandHills","agriculture","canopy",0.13
"OrlandHills","cemetery","canopy",0
"OrlandHills","commercial","canopy",3.62
"OrlandHills","golf","canopy",0
"OrlandHills","industrial","canopy",0
"OrlandHills","institutional","canopy",2.02
"OrlandHills","natural area","canopy",0
"OrlandHills","other","canopy",0.01
"OrlandHills","park","canopy",7.48
"OrlandHills","residential","canopy",45.38
"OrlandHills","transit","canopy",30.61
"OrlandHills","utility","canopy",0.04
"OrlandHills","vacant","canopy",2.43
"OrlandHills","water","canopy",0.32
"OrlandPark","agriculture","canopy",113.42
"OrlandPark","cemetery","canopy",7.87
"OrlandPark","commercial","canopy",95.97
"OrlandPark","golf","canopy",127.93
"OrlandPark","industrial","canopy",0
"OrlandPark","institutional","canopy",55.23
"OrlandPark","natural area","canopy",207.65
"OrlandPark","other","canopy",3.01
"OrlandPark","park","canopy",113.6
"OrlandPark","residential","canopy",1181.92
"OrlandPark","transit","canopy",351.17
"OrlandPark","utility","canopy",5.94
"OrlandPark","vacant","canopy",160.68
"OrlandPark","water","canopy",4.13
"Oswego","agriculture","canopy",115.38
"Oswego","cemetery","canopy",0.96
"Oswego","commercial","canopy",29.15
"Oswego","golf","canopy",18.88
"Oswego","industrial","canopy",0
"Oswego","institutional","canopy",12.07
"Oswego","natural area","canopy",39.05
"Oswego","other","canopy",0
"Oswego","park","canopy",27.54
"Oswego","residential","canopy",418.99
"Oswego","transit","canopy",121.49
"Oswego","utility","canopy",4.05
"Oswego","vacant","canopy",30.56
"Oswego","water","canopy",6.33
"Palatine","agriculture","canopy",0.19
"Palatine","cemetery","canopy",2.05
"Palatine","commercial","canopy",97.29
"Palatine","golf","canopy",60.69
"Palatine","industrial","canopy",0
"Palatine","institutional","canopy",71.4
"Palatine","natural area","canopy",25.9
"Palatine","other","canopy",0.45
"Palatine","park","canopy",63.54
"Palatine","residential","canopy",1797.89
"Palatine","transit","canopy",583.41
"Palatine","utility","canopy",15.16
"Palatine","vacant","canopy",51.48
"Palatine","water","canopy",0.9
"PalosHeights","agriculture","canopy",3.12
"PalosHeights","cemetery","canopy",0
"PalosHeights","commercial","canopy",13.5
"PalosHeights","golf","canopy",11.56
"PalosHeights","industrial","canopy",0
"PalosHeights","institutional","canopy",52.44
"PalosHeights","natural area","canopy",48.87
"PalosHeights","other","canopy",0.05
"PalosHeights","park","canopy",6.28
"PalosHeights","residential","canopy",526.11
"PalosHeights","transit","canopy",149.51
"PalosHeights","utility","canopy",7.34
"PalosHeights","vacant","canopy",8.95
"PalosHeights","water","canopy",2.59
"PalosHills","agriculture","canopy",1.68
"PalosHills","cemetery","canopy",0
"PalosHills","commercial","canopy",14.52
"PalosHills","golf","canopy",9.52
"PalosHills","industrial","canopy",0
"PalosHills","institutional","canopy",61.88
"PalosHills","natural area","canopy",109.51
"PalosHills","other","canopy",4.71
"PalosHills","park","canopy",10.68
"PalosHills","residential","canopy",402.12
"PalosHills","transit","canopy",104.31
"PalosHills","utility","canopy",3.18
"PalosHills","vacant","canopy",147.98
"PalosHills","water","canopy",4.77
"PalosPark","agriculture","canopy",3.75
"PalosPark","cemetery","canopy",2.56
"PalosPark","commercial","canopy",6.73
"PalosPark","golf","canopy",0
"PalosPark","industrial","canopy",0
"PalosPark","institutional","canopy",85.53
"PalosPark","natural area","canopy",84.86
"PalosPark","other","canopy",0
"PalosPark","park","canopy",3.06
"PalosPark","residential","canopy",962.19
"PalosPark","transit","canopy",185.46
"PalosPark","utility","canopy",1.85
"PalosPark","vacant","canopy",47.95
"PalosPark","water","canopy",5.33
"ParkCity","agriculture","canopy",0
"ParkCity","cemetery","canopy",0
"ParkCity","commercial","canopy",6.06
"ParkCity","golf","canopy",0
"ParkCity","industrial","canopy",0
"ParkCity","institutional","canopy",0.74
"ParkCity","natural area","canopy",1.81
"ParkCity","other","canopy",0
"ParkCity","park","canopy",0.77
"ParkCity","residential","canopy",82.36
"ParkCity","transit","canopy",29.65
"ParkCity","utility","canopy",0.49
"ParkCity","vacant","canopy",24.72
"ParkCity","water","canopy",0
"ParkForest","agriculture","canopy",1.29
"ParkForest","cemetery","canopy",0.87
"ParkForest","commercial","canopy",11.67
"ParkForest","golf","canopy",0
"ParkForest","industrial","canopy",0
"ParkForest","institutional","canopy",36.67
"ParkForest","natural area","canopy",112.23
"ParkForest","other","canopy",0.86
"ParkForest","park","canopy",137.83
"ParkForest","residential","canopy",752.86
"ParkForest","transit","canopy",201.77
"ParkForest","utility","canopy",20.24
"ParkForest","vacant","canopy",58.09
"ParkForest","water","canopy",0.31
"ParkRidge","agriculture","canopy",0
"ParkRidge","cemetery","canopy",9.51
"ParkRidge","commercial","canopy",22.1
"ParkRidge","golf","canopy",37.52
"ParkRidge","industrial","canopy",0
"ParkRidge","institutional","canopy",45.09
"ParkRidge","natural area","canopy",383.5
"ParkRidge","other","canopy",0.18
"ParkRidge","park","canopy",31.76
"ParkRidge","residential","canopy",827.52
"ParkRidge","transit","canopy",510.97
"ParkRidge","utility","canopy",0.53
"ParkRidge","vacant","canopy",4.54
"ParkRidge","water","canopy",6.11
"Peotone","agriculture","canopy",4.23
"Peotone","cemetery","canopy",0.58
"Peotone","commercial","canopy",6.3
"Peotone","golf","canopy",0
"Peotone","industrial","canopy",0
"Peotone","institutional","canopy",3.67
"Peotone","natural area","canopy",0
"Peotone","other","canopy",0
"Peotone","park","canopy",2.58
"Peotone","residential","canopy",85.68
"Peotone","transit","canopy",34.42
"Peotone","utility","canopy",1.77
"Peotone","vacant","canopy",14
"Peotone","water","canopy",0
"Phoenix","agriculture","canopy",0
"Phoenix","cemetery","canopy",0
"Phoenix","commercial","canopy",2.76
"Phoenix","golf","canopy",0
"Phoenix","industrial","canopy",0
"Phoenix","institutional","canopy",1.15
"Phoenix","natural area","canopy",0
"Phoenix","other","canopy",0
"Phoenix","park","canopy",0.44
"Phoenix","residential","canopy",31.31
"Phoenix","transit","canopy",19.19
"Phoenix","utility","canopy",0
"Phoenix","vacant","canopy",10.96
"Phoenix","water","canopy",0
"PingreeGrove","agriculture","canopy",28.63
"PingreeGrove","cemetery","canopy",0.12
"PingreeGrove","commercial","canopy",4.85
"PingreeGrove","golf","canopy",0
"PingreeGrove","industrial","canopy",0
"PingreeGrove","institutional","canopy",0.91
"PingreeGrove","natural area","canopy",10.87
"PingreeGrove","other","canopy",0
"PingreeGrove","park","canopy",1
"PingreeGrove","residential","canopy",23.54
"PingreeGrove","transit","canopy",23.07
"PingreeGrove","utility","canopy",2.2
"PingreeGrove","vacant","canopy",29.6
"PingreeGrove","water","canopy",0.16
"PistakeeHeights","agriculture","canopy",6.26
"PistakeeHeights","cemetery","canopy",0
"PistakeeHeights","commercial","canopy",1.96
"PistakeeHeights","golf","canopy",0
"PistakeeHeights","industrial","canopy",0
"PistakeeHeights","institutional","canopy",1.76
"PistakeeHeights","natural area","canopy",0
"PistakeeHeights","other","canopy",0.1
"PistakeeHeights","park","canopy",0.56
"PistakeeHeights","residential","canopy",253.42
"PistakeeHeights","transit","canopy",47.92
"PistakeeHeights","utility","canopy",0.03
"PistakeeHeights","vacant","canopy",106.37
"PistakeeHeights","water","canopy",8.6
"Plainfield","agriculture","canopy",151.9
"Plainfield","cemetery","canopy",2.11
"Plainfield","commercial","canopy",66.12
"Plainfield","golf","canopy",0.04
"Plainfield","industrial","canopy",0
"Plainfield","institutional","canopy",34.59
"Plainfield","natural area","canopy",231.81
"Plainfield","other","canopy",0.68
"Plainfield","park","canopy",45.57
"Plainfield","residential","canopy",496.3
"Plainfield","transit","canopy",167.56
"Plainfield","utility","canopy",7.35
"Plainfield","vacant","canopy",47.72
"Plainfield","water","canopy",2.73
"Plano","agriculture","canopy",92.11
"Plano","cemetery","canopy",0
"Plano","commercial","canopy",47.53
"Plano","golf","canopy",0
"Plano","industrial","canopy",0
"Plano","institutional","canopy",6.13
"Plano","natural area","canopy",20.43
"Plano","other","canopy",0.08
"Plano","park","canopy",3.1
"Plano","residential","canopy",197.01
"Plano","transit","canopy",48.17
"Plano","utility","canopy",6.75
"Plano","vacant","canopy",142.24
"Plano","water","canopy",0.04
"Plattville","agriculture","canopy",66.24
"Plattville","cemetery","canopy",1.13
"Plattville","commercial","canopy",0.27
"Plattville","golf","canopy",0
"Plattville","industrial","canopy",0
"Plattville","institutional","canopy",0.27
"Plattville","natural area","canopy",0
"Plattville","other","canopy",0
"Plattville","park","canopy",0.28
"Plattville","residential","canopy",34.94
"Plattville","transit","canopy",1.13
"Plattville","utility","canopy",0.07
"Plattville","vacant","canopy",0.02
"Plattville","water","canopy",0
"PortBarrington","agriculture","canopy",2.15
"PortBarrington","cemetery","canopy",0
"PortBarrington","commercial","canopy",12.2
"PortBarrington","golf","canopy",0
"PortBarrington","industrial","canopy",0
"PortBarrington","institutional","canopy",0.59
"PortBarrington","natural area","canopy",79.51
"PortBarrington","other","canopy",2.92
"PortBarrington","park","canopy",7.78
"PortBarrington","residential","canopy",119.01
"PortBarrington","transit","canopy",16.11
"PortBarrington","utility","canopy",0
"PortBarrington","vacant","canopy",20.56
"PortBarrington","water","canopy",5.42
"Posen","agriculture","canopy",0
"Posen","cemetery","canopy",0
"Posen","commercial","canopy",6.14
"Posen","golf","canopy",0
"Posen","industrial","canopy",0
"Posen","institutional","canopy",3.88
"Posen","natural area","canopy",0.87
"Posen","other","canopy",0.35
"Posen","park","canopy",1.78
"Posen","residential","canopy",55.74
"Posen","transit","canopy",44.37
"Posen","utility","canopy",3.18
"Posen","vacant","canopy",17.52
"Posen","water","canopy",0
"PrairieGrove","agriculture","canopy",273.98
"PrairieGrove","cemetery","canopy",0.5
"PrairieGrove","commercial","canopy",62.07
"PrairieGrove","golf","canopy",22.28
"PrairieGrove","industrial","canopy",0
"PrairieGrove","institutional","canopy",3.48
"PrairieGrove","natural area","canopy",63.56
"PrairieGrove","other","canopy",0
"PrairieGrove","park","canopy",0
"PrairieGrove","residential","canopy",356.26
"PrairieGrove","transit","canopy",58.04
"PrairieGrove","utility","canopy",2.1
"PrairieGrove","vacant","canopy",237.89
"PrairieGrove","water","canopy",2.66
"Prestbury","agriculture","canopy",0
"Prestbury","cemetery","canopy",0
"Prestbury","commercial","canopy",0
"Prestbury","golf","canopy",0
"Prestbury","industrial","canopy",0
"Prestbury","institutional","canopy",1.24
"Prestbury","natural area","canopy",6.71
"Prestbury","other","canopy",0
"Prestbury","park","canopy",0
"Prestbury","residential","canopy",121.1
"Prestbury","transit","canopy",24.28
"Prestbury","utility","canopy",0.02
"Prestbury","vacant","canopy",0.89
"Prestbury","water","canopy",0
"PrestonHeights","agriculture","canopy",2.64
"PrestonHeights","cemetery","canopy",0
"PrestonHeights","commercial","canopy",13.78
"PrestonHeights","golf","canopy",0
"PrestonHeights","industrial","canopy",0
"PrestonHeights","institutional","canopy",3.47
"PrestonHeights","natural area","canopy",3.9
"PrestonHeights","other","canopy",0.9
"PrestonHeights","park","canopy",0
"PrestonHeights","residential","canopy",126.35
"PrestonHeights","transit","canopy",30.49
"PrestonHeights","utility","canopy",1.83
"PrestonHeights","vacant","canopy",15.84
"PrestonHeights","water","canopy",0.05
"ProspectHeights","agriculture","canopy",0
"ProspectHeights","cemetery","canopy",0
"ProspectHeights","commercial","canopy",16.26
"ProspectHeights","golf","canopy",10.55
"ProspectHeights","industrial","canopy",0
"ProspectHeights","institutional","canopy",12.51
"ProspectHeights","natural area","canopy",75.64
"ProspectHeights","other","canopy",0.11
"ProspectHeights","park","canopy",9.35
"ProspectHeights","residential","canopy",738.03
"ProspectHeights","transit","canopy",118.16
"ProspectHeights","utility","canopy",2.05
"ProspectHeights","vacant","canopy",16.33
"ProspectHeights","water","canopy",4.28
"Richmond","agriculture","canopy",256.59
"Richmond","cemetery","canopy",1.35
"Richmond","commercial","canopy",34.78
"Richmond","golf","canopy",19.53
"Richmond","industrial","canopy",0
"Richmond","institutional","canopy",8.6
"Richmond","natural area","canopy",19.63
"Richmond","other","canopy",0
"Richmond","park","canopy",3.46
"Richmond","residential","canopy",91.52
"Richmond","transit","canopy",35.03
"Richmond","utility","canopy",0.87
"Richmond","vacant","canopy",76.61
"Richmond","water","canopy",5.09
"RichtonPark","agriculture","canopy",13.19
"RichtonPark","cemetery","canopy",0.34
"RichtonPark","commercial","canopy",7.79
"RichtonPark","golf","canopy",0
"RichtonPark","industrial","canopy",0
"RichtonPark","institutional","canopy",14.85
"RichtonPark","natural area","canopy",0
"RichtonPark","other","canopy",0
"RichtonPark","park","canopy",12.94
"RichtonPark","residential","canopy",202.37
"RichtonPark","transit","canopy",106.23
"RichtonPark","utility","canopy",19.49
"RichtonPark","vacant","canopy",72.02
"RichtonPark","water","canopy",0.82
"Ringwood","agriculture","canopy",86.59
"Ringwood","cemetery","canopy",1.44
"Ringwood","commercial","canopy",16.13
"Ringwood","golf","canopy",0
"Ringwood","industrial","canopy",0
"Ringwood","institutional","canopy",2.72
"Ringwood","natural area","canopy",38.11
"Ringwood","other","canopy",0.45
"Ringwood","park","canopy",0.82
"Ringwood","residential","canopy",186.96
"Ringwood","transit","canopy",18.13
"Ringwood","utility","canopy",0
"Ringwood","vacant","canopy",40.03
"Ringwood","water","canopy",0.2
"Riverdale","agriculture","canopy",0
"Riverdale","cemetery","canopy",0
"Riverdale","commercial","canopy",29.57
"Riverdale","golf","canopy",30.16
"Riverdale","industrial","canopy",0
"Riverdale","institutional","canopy",3.78
"Riverdale","natural area","canopy",257.75
"Riverdale","other","canopy",0
"Riverdale","park","canopy",11.27
"Riverdale","residential","canopy",113.09
"Riverdale","transit","canopy",130.78
"Riverdale","utility","canopy",11.29
"Riverdale","vacant","canopy",49.82
"Riverdale","water","canopy",1.46
"RiverForest","agriculture","canopy",0
"RiverForest","cemetery","canopy",0
"RiverForest","commercial","canopy",4.59
"RiverForest","golf","canopy",0
"RiverForest","industrial","canopy",0
"RiverForest","institutional","canopy",29.57
"RiverForest","natural area","canopy",302.71
"RiverForest","other","canopy",0.11
"RiverForest","park","canopy",8.49
